CO2 Emissions: 0.005140697641224397 kg
Peak Memory Usage: 3056.34765625 MB

Profile Stats:
         36904374 function calls (34790896 primitive calls) in 865.198 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1958    0.002    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/control_flow_util.py:176(GetOutputContext)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/backprop.py:655(_ones)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_optional_ops.py:25(optional_from_value)
       20    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/initializers/__init__.py:72(deserialize)
    88/76    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/type_spec.py:167(make_supertype_attribute)
     1753    0.002    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/registry.py:73(list)
       20    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/psutil/_common.py:764(open_binary)
       21    0.002    0.000    0.002    0.000 {built-in method io.open}
      102    0.002    0.000    0.002    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_DeleteFunction}
       20    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/function_type.py:214(from_callable)
       40    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/types/core.py:106(from_callable)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_dataset_ops.py:7773(tensor_slice_dataset)
       98    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:167(string_merge)
    40/20    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/saving/serialization_lib.py:393(deserialize_keras_object)
     1651    0.002    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/object_identity.py:61(__hash__)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/array_ops.py:2916(ones)
       70    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/tape.py:77(variable_accessed)
       60    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:821(convert_to_tensor_or_composite)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_dataset_ops.py:1057(concatenate_dataset)
       40    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/data_structures.py:196(_track_value)
       11    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/function_cache.py:67(add)
       20    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/trainer.py:732(tf_sync)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/type_spec.py:224(placeholder_value)
       30    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/data_structures.py:698(_track_value)
     1809    0.002    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:1925(name_from_scope_name)
       66    0.002    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/capture/capture_container.py:293(_recompute_cached_properties)
     4212    0.002    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/traceable_stack.py:129(<genexpr>)
      116    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:5151(get_name_scope)
     1580    0.002    0.000    0.002    0.000 /usr/lib/python3.11/inspect.py:1762(_static_getmro)
       98    0.002    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/traceable_stack.py:42(set_filename_and_line_from_caller)
       14    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/util/structure.py:322(_to_tensor_list_helper)
       89    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/variable_utils.py:37(_convert_resource_variable_to_tensor)
       20    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:3097(async_wait)
       27    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/layer.py:1473(_assert_input_compatibility)
      260    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:3866(control_dependencies)
      316    0.001    0.000    0.002    0.000 /usr/lib/python3.11/inspect.py:1783(_is_type)
       98    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/device.py:128(shortcut_string_merge)
      148    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/core.py:73(shape)
       12    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/util/structure.py:391(to_tensor_list)
       20    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/data_structures.py:392(append)
     5061    0.002    0.000    0.002    0.000 {method 'pop' of 'list' objects}
      550    0.002    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/object_identity.py:75(__init__)
       33    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/base.py:546(_track_trackable)
     1328    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:1136(<genexpr>)
       24    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/input_spec.py:121(assert_input_compatibility)
     5669    0.002    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:1293(_get_control_flow_context)
  221/212    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/trace_type/trace_type_builder.py:170(<genexpr>)
     1316    0.002    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:204(__init__)
      254    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:5801(__exit__)
     1764    0.002    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:4272(_device_function_stack)
      450    0.002    0.000    0.002    0.000 {slot wrapper '__init__' of 'object' objects}
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/concatenate_op.py:34(common_supertype)
       46    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/atomic_function.py:179(_c_func)
        5    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:1054(_find_spec)
      131    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/core.py:158(is_tensor)
      668    0.002    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/capture/capture_container.py:42(__setitem__)
      312    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:959(_device_string)
    70/60    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/trackable.py:15(__setattr__)
     9390    0.002    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/callback.py:161(on_test_batch_begin)
      198    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:5943(_op_to_colocate_with)
     2648    0.002    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:2251(_variable_creator_stack)
      287    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:385(_get_per_thread_mode)
       46    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/variables.py:557(standardize_shape)
      109    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/tf_inspect.py:417(ismethod)
     1124    0.002    0.000    0.002    0.000 {built-in method tensorflow.python.flags_pybind.value}
       92    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/variables.py:594(shape_equal)
       56    0.002    0.000    0.002    0.000 {built-in method tensorflow.python.framework._op_def_registry.get}
       22    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/cond_v2.py:710(_make_indexed_slices_indices_types_match)
     1887    0.002    0.000    0.002    0.000 <frozen _collections_abc>:812(__init__)
      348    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/resource_variable_ops.py:247(_handle_graph)
      174    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/variables.py:164(validate_synchronization_aggregation_trainable)
      336    0.002    0.000    0.002    0.000 {method 'item' of 'numpy.generic' objects}
       46    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:1543(get_c_function)
       58    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/variable_scope.py:1415(get_variable_scope)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/type_spec.py:242(<lambda>)
       22    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/dataset_ops.py:675(_common_args)
      187    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/numpy/_core/numerictypes.py:470(issubdtype)
       10    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/data_structures.py:932(__setitem__)
       66    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:5478(get_collection)
      350    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:899(dims)
        8    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/util/structure.py:232(from_compatible_tensor_list)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/trainer.py:109(_make_function)
      112    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:129(<listcomp>)
       22    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/handle_data_util.py:85(create_handle_data)
      316    0.001    0.000    0.002    0.000 /usr/lib/python3.11/inspect.py:1765(_check_instance)
      260    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:3812(_pop_control_dependencies_controller)
       70    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/optimizer.py:74(_var_key)
       26    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:6166(set_int_list_attr)
       22    0.000    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/op_selector.py:375(map_subgraph)
     1845    0.002    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/lock_util.py:121(__init__)
       56    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:130(__init__)
      352    0.001    0.000    0.002    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/auto_control_deps_utils.py:101(<genexpr>)
       18    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:81(encode_arg)
      447    0.001    0.000    0.001    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationDevice}
       10    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1127(get_data)
       27    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/tracing_compilation.py:95(__post_init__)
      556    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/object_identity.py:52(__eq__)
      154    0.001    0.000    0.001    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationGetAttrType}
     1211    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/op_def_library.py:109(<listcomp>)
       22    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/cond_v2.py:920(_get_output_shapes)
      718    0.001    0.000    0.001    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNestedOrComposite}
        2    0.000    0.000    0.001    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/op_selector.py:235(get_backward_walk_ops)
     6260    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/callback.py:180(on_test_batch_end)
      695    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:1449(<listcomp>)
     4125    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/object_identity.py:183(<genexpr>)
       49    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/autograph/impl/api.py:624(do_not_convert)
      108    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/base.py:200(_method_wrapper)
       13    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:1300(function)
       70    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:4205(get_local_results_or_value_container)
       58    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/variable_scope.py:1402(get_variable_scope_store)
       10    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/history.py:34(on_epoch_end)
    23/13    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/autotrackable.py:58(__setattr__)
       75    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/capture/capture_container.py:66(__init__)
     2854    0.001    0.000    0.001    0.000 {built-in method sys.getrecursionlimit}
       18    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/layer.py:787(maybe_convert)
      450    0.001    0.000    0.001    0.000 <string>:2(__init__)
       12    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/tracing_compilation.py:356(_set_arg_keywords)
     2117    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
       85    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/core.py:663(__exit__)
      516    0.001    0.000    0.001    0.000 {method 'extend' of 'google._upb._message.RepeatedScalarContainer' objects}
       56    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/lock_util.py:52(__init__)
       66    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:3198(get_collection)
       56    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/atomic_function.py:89(__init__)
      224    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:1417(is_fully_defined)
       15    0.001    0.000    0.001    0.000 {method 'read' of '_io.BufferedReader' objects}
     1928    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/errors_impl.py:96(message)
       19    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/function_type_utils.py:454(_validate_signature)
      260    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:3799(add_op)
      260    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:3809(_push_control_dependencies_controller)
       34    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:1509(node_def)
     1891    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:2258(_check_not_finalized)
       20    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:4015(colocate_vars_with)
      327    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:3466(get_name_scope)
        5    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1151(_cache_bytecode)
       22    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/cond_v2.py:777(_pack_sequence_as)
        8    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/autograph_util.py:23(py_func_from_autograph)
      431    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:941(__getitem__)
       27    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/function_type_utils.py:144(to_input_signature)
       56    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/op_def_library.py:854(<listcomp>)
       54    0.000    0.000    0.001    0.000 <frozen _collections_abc>:771(get)
     1181    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:503(outer_graph)
       22    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/cond_v2.py:930(_copy_handle_data)
       18    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/dtype_policies/dtype_policy.py:150(convert_input)
       28    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:1227(most_specific_common_supertype)
       30    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/op_def_library.py:858(<listcomp>)
       27    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/utils/traceback_utils.py:129(inject_argument_info_in_traceback)
       85    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/core.py:641(__init__)
      223    0.001    0.000    0.001    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsResourceVariable}
     1628    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/resource_variable_ops.py:646(handle)
        5    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1499(find_spec)
       22    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/cond_v2.py:876(_check_same_outputs)
       68    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/object_identity.py:135(__getitem__)
      350    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:911(<listcomp>)
        5    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1467(_get_spec)
      116    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/jax/_src/lib/__init__.py:96(_xla_gc_callback)
        5    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1156(set_data)
     2422    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/op_def_library.py:250(_MaybeColocateWith)
       14    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/util/nest.py:45(assert_same_structure)
        7    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/atomic_function.py:286(__del__)
        5    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1607(find_spec)
        9    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/numpy_compat.py:52(np_asarray)
        6    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/autograph/impl/api.py:679(decorator)
      102    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/op_selector.py:327(graph_inputs)
       76    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/execute.py:187(make_shape)
       26    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:3982(__enter__)
       54    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/masking.py:16(get_keras_mask)
       22    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/dataset_ops.py:630(_flat_shapes)
      112    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/variable_scope.py:1178(set_use_resource)
       40    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/optimizers/base_optimizer.py:240(_get_variable_index)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/random_ops.py:326(random_shuffle)
      133    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/nest.py:163(is_nested)
       20    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/function_type.py:229(get_default_values)
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:1716(__call__)
     2184    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:2316(_get_control_flow_context)
        8    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/composite_tensor_gradient.py:159(get_flat_tensors_for_gradients)
      114    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/compat/compat.py:65(forward_compatible)
       14    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/nest_util.py:541(_tf_data_assert_same_structure)
      121    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:3204(_tmp_in_graph_mode)
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/registry.py:43(register)
  457/368    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_util.py:272(_GetDenseDimensions)
       60    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:846(internal_convert_to_tensor_or_composite)
       31    0.001    0.000    0.001    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_random_ops.py:545(random_shuffle)
       20    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:870(sync_executors)
      220    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/cond_v2.py:199(_is_op_stateful)
       30    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/layer_utils.py:114(invalidate_all)
       32    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/base.py:601(_handle_deferred_dependencies)
       14    0.000    0.000    0.001    0.000 {built-in method tensorflow.python.util._pywrap_utils.AssertSameStructureForData}
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/type_spec.py:372(_without_tensor_names)
        6    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_util.py:903(constant_value)
       10    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/trainer.py:237(make_test_function)
       14    0.000    0.000    0.001    0.000 {built-in method _functools.reduce}
      256    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:150(xla_sharding_for_resource_variables_enabled)
        5    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:185(_write_atomic)
       19    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/numpy/lib/_version.py:55(__init__)
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/composite_tensor_gradient.py:173(replace_flat_tensors_for_gradients)
       12    0.000    0.000    0.001    0.000 /usr/lib/python3.11/typing.py:2079(_proto_hook)
       36    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/options.py:788(_set_mutable)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/trainer.py:232(make_train_function)
       22    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/variables.py:206(_validate_shape)
       68    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/attributes.py:158(parse_func_attrs)
   156/64    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/dataset_ops.py:4534(element_spec)
       20    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/data_structures.py:541(_update_snapshot)
       44    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/control_flow_util.py:69(GraphOrParentsInXlaContext)
       54    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/layer.py:1561(_open_name_scope)
       25    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
       20    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/util/structure.py:344(reduce_fn)
       54    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/tensor_attributes.py:29(get_tensor_attr)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.11/traceback.py:217(extract_stack)
       44    0.001    0.000    0.001    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_AddInputList}
       22    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/backprop_util.py:53(IsTrainable)
        8    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/layer.py:653(trainable_weights)
       22    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:1387(most_specific_compatible_shape)
      566    0.001    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:122(tensor_id)
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:3636(grad_wrapper)
