CO2 Emissions: 0.005140697641224397 kg
Peak Memory Usage: 3056.34765625 MB

Profile Stats:
         36904374 function calls (34790896 primitive calls) in 865.198 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/typing_extensions.py:530(_caller)
       40    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:706(_get_default_replica_mode)
       19    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringBoolGaugeCellSet}
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/backend_utils.py:281(to_tuple_or_list)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/record.py:41(__enter__)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/concrete_function.py:1338(name)
       25    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:348(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/backprop.py:844(_pop_tape)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/random_seed.py:38(get_seed)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:259(__init__)
       19    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/function_cache.py:35(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/trainer.py:977(_should_eval)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellCounter1}
       63    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/tf_decorator.py:359(decorator_argspec)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/ipykernel/iostream.py:416(isatty)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/saving/object_registration.py:45(__init__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:4134(gradient_override_map)
       27    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/layer.py:1356(_maybe_build)
       56    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/ops.py:2285(seed)
       40    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/trainer.py:729(_get_iterator)
       62    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/numpy/_core/fromnumeric.py:3063(_prod_dispatcher)
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/numpy/_core/_dtype.py:24(_kind_name)
       27    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/layer.py:1585(<dictcomp>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/concrete_function.py:1749(__del__)
       26    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/platform/tf_logging.py:93(get_logger)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/optional_ops.py:231(__init__)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/tree/optree_impl.py:99(<genexpr>)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/convolutional/base_conv.py:220(kernel)
       56    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/trace_type/trace_type_builder.py:45(get_placeholder_mapping)
       38    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/atomic_function.py:193(graph)
       36    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/device_spec.py:34(_as_int_or_none)
        4    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_determinism.is_enabled}
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/device_spec.py:369(_components_to_string)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:511(_compile_info)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_util.py:570(<listcomp>)
       38    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:96(<genexpr>)
       28    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:675(_get_default_strategy)
       96    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       40    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/variables.py:310(path)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/tree/optree_impl.py:119(func_with_check_without_shallow_structure)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:969(getmodule)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/options.py:685(<lambda>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/atomic_function.py:436(<listcomp>)
       33    0.000    0.000    0.000    0.000 <frozen _collections_abc>:283(__subclasshook__)
       11    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/trainer.py:1042(_assert_compile_called)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/initializers/initializer.py:63(from_config)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetNew}
       11    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:125(<listcomp>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/linecache.py:147(lazycache)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/custom_gradient.py:448(<setcomp>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:920(find_spec)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/compile_utils.py:676(_get_y_pred_output_names)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:252(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       55    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/ops/operation.py:306(_setattr_hook)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:246(get_update_replica_id)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor.py:1168(_to_components)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_nn_ops.py:6751(<listcomp>)
       40    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/epoch_iterator.py:143(catch_stop_iteration)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellCounter2}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:362(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/device_spec.py:38(_as_device_str_or_none)
       27    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/dtype_policies/dtype_policy.py:97(variable_dtype)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/dataset_ops.py:4609(__init__)
       30    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:1919(num_replicas_in_sync)
       56    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/type_spec.py:180(<genexpr>)
       23    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/array_ops.py:1212(<genexpr>)
       50    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:560(deref)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/tape.py:107(pop_tape)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_dataset_ops.py:1095(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_VariableWatcherNew}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/tree/optree_impl.py:134(check)
       75    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       36    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/options.py:272(_set_mutable)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/optimizer.py:225(filter_empty_gradients)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/models/functional.py:629(operation_fn)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/copyreg.py:113(_slotnames)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/utils/tracking.py:63(__init__)
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/control_flow_util.py:46(EnableControlFlowV2)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_dataset_ops.py:7812(<listcomp>)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.11/weakref.py:427(__setitem__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_weakrefset.py:37(__init__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/data_adapters/data_adapter_utils.py:11(unpack_x_y_sample_weight)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/options.py:550(_to_proto)
       42    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/layer.py:937(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'get' of 'google._upb._message.MessageMapContainer' objects}
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:2560(global_seed)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1507(_get_value)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.fromiter}
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/map_op.py:178(element_spec)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/tape.py:28(watched_variables)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/tf_stack.py:35(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:516(_parse)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/losses/losses.py:47(__repr__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_dataset_ops.py:7730(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tokenize.py:323(read_or_stop)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/callback_list.py:206(on_train_begin)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/trace_type/default_types.py:762(<dictcomp>)
       40    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/data_structures.py:485(_non_append_mutation)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/rapids_dask_dependency/dask_loader.py:59(find_spec)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.11/contextlib.py:763(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/variable_scope.py:1376(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/optimizers/base_optimizer.py:755(_filter_empty_gradients)
       14    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/options.py:298(<lambda>)
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:1329(rewriter_toggle)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/trace_type/default_types.py:56(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/gen_dataset_ops.py:1100(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/custom_gradient.py:398(generate_name)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/progbar_logger.py:20(__init__)
       15    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/trackable/base.py:61(__iter__)
       40    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:4090(_local_results)
       12    0.000    0.000    0.000    0.000 {built-in method optree.flatten_up_to}
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/concrete_function.py:277(forward)
       36    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/options.py:476(_set_mutable)
       45    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/nn_ops.py:1292(<genexpr>)
       15    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/nn.py:262(_convert_data_format)
       34    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/lift_to_graph.py:137(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/func_graph.py:782(captures)
        3    0.000    0.000    0.000    0.000 {built-in method math.prod}
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/resource_variable_ops.py:614(name)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/types/trace.py:215(from_tensors)
       75    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       23    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/capture/capture_container.py:326(by_ref_external)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/monitoring.py:483(__init__)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/device_spec.py:315(_string_to_components)
       22    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/optimizers/base_optimizer.py:616(learning_rate)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/ops/function.py:94(outputs)
       40    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/variables.py:315(overwrite_with_gradient)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/zip_op.py:48(<listcomp>)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/callback.py:67(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_util.py:667(<listcomp>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.11/traceback.py:386(extended_frame_gen)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/autograph/pyct/inspect_utils.py:76(isconstructor)
       19    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/monitoring.py:316(__init__)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/layer.py:713(dtype_policy)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/compile_utils.py:341(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:1077(<listcomp>)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/numpy/lib/_version.py:78(_compare_version)
       30    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/tf_stack.py:71(__init__)
       34    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/lift_to_graph.py:139(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/copy.py:259(_reconstruct)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/_distutils_hack/__init__.py:102(find_spec)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/core/dense.py:131(kernel)
       27    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/dtype_policies/dtype_policy.py:140(quantization_mode)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/options.py:509(_to_proto)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:231(__init__)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/device_spec.py:30(_as_str_or_none)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:132(called_with_tracing)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/keras_tensor.py:355(is_keras_tensor)
       21    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/util/structure.py:387(<lambda>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/trace_type/default_types.py:266(flatten)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/callback_list.py:52(set_params)
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/function_type_utils.py:472(<genexpr>)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/variables.py:353(constraint)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/tree/optree_impl.py:169(list_to_tuple)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/saving/serialization_lib.py:43(__init__)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/concrete_function.py:1742(__init__)
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/cond_v2.py:1343(<listcomp>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/dataclasses.py:1253(_is_dataclass_instance)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/reshaping/flatten.py:60(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/op_selector.py:224(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:1497(_compute_pluggable_device_options)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tokenize.py:329(find_cookie)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/context.py:280(config_proto_serialized)
       10    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
       70    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:77(__init__)
       19    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/lift_to_graph.py:281(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/forwardprop_util.py:30(__new__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/autograph/core/ag_ctx.py:91(_default_control_status_ctx)
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:1411(<listcomp>)
       30    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/common/variables.py:337(regularizer)
       31    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/data_adapters/data_adapter.py:95(on_epoch_end)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/utils/tracking.py:10(__enter__)
       50    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/distribute/distribute_lib.py:4093(value_container)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/metrics/metric.py:104(<lambda>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/record.py:48(watched_variables)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/nn_ops.py:1941(convert_padding)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/losses/loss.py:52(dtype)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/monitoring.py:157(__init__)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/layers/layer.py:559(trainable)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/psutil/__init__.py:423(pid)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/data_adapters/data_adapter_utils.py:104(<genexpr>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/traceback.py:261(__init__)
       33    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/util/deprecation.py:670(deprecated_argument_lookup)
       15    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/data/ops/structured_function.py:34(_should_pack)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/backend/tensorflow/trainer.py:894(_collective_all_reduce_multi_worker)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/resource_variable_ops.py:848(<lambda>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/custom_gradient.py:394(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/record.py:67(should_record_backprop)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/op_def_library.py:78(_SatisfiesIntMinimumConstraint)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/core/function/polymorphism/function_type.py:599(<genexpr>)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/polymorphic_function/transform.py:29(call_concrete_function_callbacks)
       13    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/autograph/core/converter.py:164(as_tuple)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/eager/record.py:45(__exit__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/op_selector.py:173(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:193(__get__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/composite_tensor.py:124(convert_variables_to_tensors)
       46    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/models/functional.py:253(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/trainers/compile_utils.py:621(<lambda>)
       16    0.000    0.000    0.000    0.000 <frozen _collections_abc>:381(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/ops/custom_gradient.py:325(<lambda>)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/progbar_logger.py:42(on_test_begin)
       28    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/tensorflow/python/framework/tensor_shape.py:1277(<genexpr>)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/numpy/lib/_version.py:70(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/optimizers/base_optimizer.py:691(_get_current_learning_rate)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeWatchedVariables}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/losses/__init__.py:162(get)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.11/dist-packages/keras/src/callbacks/progbar_logger.py:71(on_test_end)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:405(parent)
